"","SYMBOL","DESC","GSM3688814_p.15.06.2016_01_AS6.ga.cel","GSM3688815_p.15.06.2016_02_AS2.ga.cel","GSM3688816_p.15.06.2016_03_AS3.ga.cel","GSM3688817_p.15.06.2016_04_AS5.ga.cel","GSM3688818_p.15.06.2016_14_AS7.ga.cel","GSM3688819_p.15.06.2016_05_S15.ga.cel","GSM3688820_p.15.06.2016_07_S10.ga.cel","GSM3688821_p.15.06.2016_09_S29.ga.cel","GSM3688822_p.15.06.2016_10_S22.ga.cel","GSM3688823_p.15.06.2016_11_S17.ga.cel","GSM3688824_p.15.06.2016_12_S19.ga.cel","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"16854856","EPG5","ectopic P-granules autophagy protein 5 homolog",8.26746890921996,7.12136954911179,7.83950963961625,7.83474987737007,6.9624584949116,8.78315746446692,9.28546250853293,8.23683230293826,9.1777943972366,7.77619279983423,8.71820858211554,-1.05783004847482,8.18210950230492,-2.91049996979005,0.0100469922006877,0.248010835097639,-2.73918278528574
"17100810","LOC100507412","uncharacterized LOC100507412",5.32462446628545,5.44046934621953,5.98612253680043,5.93596902289112,5.9714194493118,7.13614553809206,6.70378447104597,6.36826515408128,7.37999509928402,6.11073600113918,6.35404865843758,-0.943774856045014,6.24650724941713,-2.90736511659303,0.010113094332537,0.248666690504141,-2.7451525113034
"16934671","TST","thiosulfate sulfurtransferase",7.70293111320277,7.25189222112098,8.00041092430852,7.67411918676139,7.05539099283111,8.36702349260096,8.65484485968373,7.90462209776359,9.43099369301784,8.84124190038845,8.00041092430852,-0.996240606982232,8.0803528550898,-2.90195374730555,0.0102281956300653,0.250180171944152,-2.75545325956608
"17121220","CSPG4","chondroitin sulfate proteoglycan 4",7.71203966348824,8.03063873790725,7.33606183941433,7.53872030918479,6.32203091253502,8.83713605460921,9.29309245251362,7.69396275262471,9.08039861904395,8.02213613412605,8.18619502601935,-1.13092188065022,8.00476477286059,-2.89749769838779,0.0103239319845659,0.251480895370131,-2.763931533109
"16805594","MEF2A","myocyte enhancer factor 2A",7.47863507721323,6.83892267242548,6.98627993922429,7.0767186775117,6.08181936049952,7.54644667463687,8.22180482802127,7.34580635574719,8.70498272178938,8.33917944987741,7.41661159773898,-1.03666345926035,7.45792794133503,-2.89687010852793,0.0103374852516883,0.251480895370131,-2.76512532231462
"17092081","GLIS3","GLIS family zinc finger 3",6.03812701642003,5.68722694125021,5.35058766868544,5.25124109784225,5.39948040768421,6.92721251356485,6.840856218842,6.18062892013259,6.65612283275307,5.82051627276347,6.29515519489156,-0.90808269911483,6.04065046225724,-2.8965827812875,0.010343696063714,0.251480895370131,-2.76567184657783
"16732676","UBASH3B","ubiquitin associated and SH3 domain containing B",6.69734557969822,6.14376078348455,6.08720948407547,6.55364906653891,5.77230412691169,7.02588510891284,7.36638107597858,6.9101086221875,7.98506110829225,6.76616724505674,7.02531021110824,-0.928965087114255,6.75756203747682,-2.89506923771512,0.0103764724360106,0.251480895370131,-2.76855050385745
"16855510","ATP8B1","ATPase phospholipid transporting 8B1",7.54693585314134,6.97158402571513,7.53905553097483,7.66775011233169,6.91365626658297,8.10589239894233,10.0948323509633,7.92593324667251,8.89716731183497,7.81696465411878,8.15889346182556,-1.17215087964372,7.9671513830094,-2.88998795759615,0.010487249157848,0.252825697323372,-2.77821167885012
"16767751","PHLDA1","pleckstrin homology like domain family A member 1",6.36905395230219,5.87163979494047,6.55518823553374,6.17298137758687,5.9062092740035,7.02902866946842,7.02123869315139,6.72148954677223,7.96522632579063,6.74497960550206,7.03529414314426,-0.91119497043148,6.67202996529052,-2.88865416231876,0.0105165169748338,0.253076110467993,-2.78074687150885
"16936947","ITPR1","inositol 1,4,5-trisphosphate receptor type 1",6.28450273718182,5.71917396851241,5.7534819561311,5.80547999741518,5.75440234916101,7.20665774440623,6.76427102062192,6.28450273718182,7.49684926875194,6.28450273718182,6.641611907469,-0.916324367588488,6.3632214930922,-2.88767890451,0.0105379675040847,0.253137843055109,-2.78260037089245
"16900635","SEMA4C","semaphorin 4C",6.71956796447383,5.95771375860058,6.20899634283611,6.32922638416865,5.44455499449826,6.99069788932721,7.50948510981257,6.72160906763255,7.7188177360957,6.84383365654364,6.72398609470804,-0.952726370104473,6.65168081806338,-2.88501938093669,0.0105966791480422,0.253639084464925,-2.7876539592702
"17014257","FNDC1","fibronectin type III domain containing 1",9.65536311793498,5.83163929938682,8.23823122645313,8.10728658088019,8.69160246011236,9.85776941538017,10.2465516619161,9.29382355886385,9.35407466865901,9.46406985116854,9.29382355886385,-1.4801942488551,8.91220321814719,-2.88409353957515,0.0106171924624561,0.253677090493337,-2.78941292134887
"16842266","MFAP4","microfibril associated protein 4",8.85488638665951,7.83202493363411,8.65453215720717,8.39794083862668,8.14495817877211,6.39200446265492,7.14373298623071,6.69106644973459,8.71253770428506,7.69032975841296,6.40410009451625,1.20457325634083,7.71982854097582,2.88219043638428,0.0106594795398895,0.254234277139997,-2.79302803540141
"17103748","MIR501","microRNA 501",5.1273672727257,6.5435261078319,6.75640091050491,5.62050631540835,5.76497493754276,4.13259750878628,4.35535566164558,4.68088962000729,3.76173516588817,5.73571680161244,5.68229914041784,1.23778945907646,5.28739722203375,2.87997261829853,0.0107089659401483,0.254664387172834,-2.79724012516639
"16778355","LHFPL6","LHFPL tetraspan subfamily member 6",8.80388403282142,8.67181261674878,9.07132668702353,9.1083019916949,8.9210152242404,9.74502962790294,9.95282477509991,9.19399133976381,10.2104282567438,10.0130788687614,9.48075354085977,-0.850749624349467,9.37931336015097,-2.87901625353886,0.0107303741616439,0.254664387172834,-2.79905617317504
"16665621","CACHD1","cache domain containing 1",6.79347494775609,5.77004848177755,6.49009646267683,6.90326488701112,6.11719475083609,8.08069629703116,7.86865276910585,6.58350115815661,7.40796890709714,7.01452973223885,7.58963048171245,-1.00934731821214,6.9653689886727,-2.87883168529969,0.0107345105007946,0.254664387172834,-2.79940663140896
"16887484","ERICH2","glutamate rich 2",5.87453296169581,5.34039764779231,6.26866953388705,5.82918813874249,5.96629621556174,5.15710768604481,4.39376902492484,4.75045588485109,5.36437045159039,5.46715412019616,4.49916265950352,0.917146928350742,5.35555493861729,2.87388495589651,0.0108459495247906,0.255648869319989,-2.80879709644937
"16947683","LOC105374191","uncharacterized LOC105374191",4.90347390132405,4.89888624648048,5.0157203912544,6.04105984754693,5.42014049177102,4.10869242889953,4.23176127280617,4.80719533040252,4.17515349075015,4.29562238028123,4.52732592659055,0.898231037387016,4.76591197346427,2.87360462306653,0.0108522983171496,0.255648869319989,-2.80932911916281
"16747270","TAPBPL","TAP binding protein like",6.98111849210293,5.86597552642768,6.27028190431504,5.9035742550649,6.72894087019452,8.21192238676446,8.21826226774984,6.79514144361916,8.15573011028362,6.79514144361916,6.76357427952863,-1.13998377897313,6.97178754360636,-2.87117467524971,0.0109074814912371,0.256048829962422,-2.81394011234913
"16663033","SMAP2","small ArfGAP2",6.83659387157739,6.40592880835668,6.44676697953657,6.46917769680364,5.9203785124425,7.3960611020867,7.7234673335377,6.87144655439453,7.99461275712518,7.05186798384153,6.93861357245101,-0.913575710162752,6.91408319746849,-2.8674344259922,0.0109929535585608,0.256177356498453,-2.82103530265036
"16914859","MIR645","microRNA 645",6.7971581285757,5.70492328134371,6.3898980935628,6.15736463234272,6.05483932279742,7.03636258382272,7.75758491395971,6.75090465542136,8.43464357525822,6.94510896890234,6.72724632590405,-1.05447181215359,6.79600313471734,-2.86612661581161,0.0110229926439443,0.256177356498453,-2.82351556796253
"16972249","PALLD","palladin, cytoskeletal associated protein",7.18982409421073,5.97570918496342,6.75181934121136,6.6345709591666,6.55662720229412,7.43544336693447,7.48344885623354,7.45255574035745,7.93074045144513,7.45468239002889,7.18982409421073,-0.869405660165791,7.09593142555059,-2.86387888383361,0.01107480691835,0.256177356498453,-2.82777763358656
"16744770","SIK3-IT1","SIK3 intronic transcript 1",5.76965356021626,4.60260173463173,5.54528427445222,5.34943161189525,5.39013378194626,6.74713137146628,6.68592658244449,5.84242835387792,6.84205467765628,5.80219906632631,5.88215468353937,-0.9688947965901,5.85990906349567,-2.86332290915329,0.0110876595360582,0.256177356498453,-2.82883170280166
"17060049","DLX5","distal-less homeobox 5",5.43451342292619,5.16533623788851,5.86237222802021,5.45003926005022,5.76247278134961,6.76807173715369,6.60055846678397,5.94741976705243,8.33366050835738,6.36952343781359,6.05974295469492,-1.14488269259571,6.15942825473552,-2.86132000734459,0.0111340812045716,0.256177356498453,-2.83262850101458
"16714890","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4",7.78504823873904,7.18361617206869,7.32985006868638,7.37808249401925,6.96122031972117,8.79247830179729,9.45989686609859,7.65676480334791,8.89500570955599,7.55912649583611,8.06452753994576,-1.07706982745004,7.91505609180147,-2.86086889658885,0.0111445626705003,0.256177356498453,-2.8334835421393
"17114687","LOC105373343","uncharacterized LOC105373343",7.39399750117122,8.86729831665376,7.75619812349581,6.77659069167954,8.30439514382949,5.23225566658891,5.24867044323297,8.05547530713828,5.08257639035859,7.03508813403477,6.87779175863006,1.56438633870203,6.96639431607394,2.86014455038821,0.0111614127271782,0.256177356498453,-2.83485639528603
"16986409","F2R","coagulation factor II thrombin receptor",8.31753924265785,8.04888986543921,8.16511407855981,8.38892542566764,8.55142807526488,6.68759733395462,5.74867866002445,6.1821955342786,9.07758456746489,7.00056845393723,7.01068471183834,1.34316112726819,7.56174599537159,2.85809769500278,0.0112091612222968,0.256833499185755,-2.83873525291787
"16967631","SLC4A4","solute carrier family 4 member 4",7.53543608736545,6.18933928456265,7.04022081474401,6.95371200981901,6.72508804968596,8.20477252197275,8.08750268666121,7.46980243540566,8.79811430804957,7.79626946614741,7.12726116465648,-1.0251945145801,7.4479562571882,-2.85576051891524,0.0112639244563644,0.257444776108583,-2.84316328763562
"16721585","OLFML1","olfactomedin like 1",6.19065626379591,6.54524825870425,6.44451798547743,6.1597783442041,6.14330035041128,7.33297379336355,6.76789314134473,6.83101915868994,8.78241519964411,7.56613188942587,6.85906621098159,-1.05988299172304,6.87481823600389,-2.85532096577866,0.0112742527287181,0.257444776108583,-2.84399595073157
"17047138","GTF2IRD1","GTF2I repeat domain containing 1",6.68297715924553,5.78530733695416,6.21364977106259,6.16784372622212,5.87652899885988,7.32373504173929,7.99333262482016,6.34366899766482,7.29819816226881,6.65742714076013,7.10651896775449,-0.975218757365765,6.67719890248654,-2.85370730189331,0.0113122481094731,0.257689832163684,-2.84705245725502
"16840723","SAT2","spermidine/spermine N1-acetyltransferase family member 2",7.16408380402594,6.37966880082152,7.10823218251494,7.01700701798323,6.57405282216875,7.83837794626319,8.48068829775211,6.68204350763021,8.92517773150545,7.94602707046569,7.72954731946118,-1.08503472001009,7.44044604550838,-2.85298572592632,0.0113292784979086,0.257689832163684,-2.84841905995068
"17063480","PARP12","poly(ADP-ribose) polymerase family member 12",5.73855408703058,5.56705300653354,5.72115038537329,5.22690676598992,4.88903247800853,6.47642488002674,7.12551569329934,6.06253339672899,6.90867170507254,5.81638000373418,5.93619293066818,-0.959080423667829,5.95167412113326,-2.84968982578047,0.0114073837370373,0.258177037820297,-2.85465992064217
"16984562","PARP8","poly(ADP-ribose) polymerase family member 8",5.45371825522505,5.15597961245348,5.50049239194747,5.74016213623193,5.08004397426837,6.17055492806817,6.28856232514457,5.82355240687677,6.68230584234879,5.77277089351404,7.13647644506044,-0.926291199476877,5.89132901919446,-2.84865770466219,0.0114319497578174,0.258177037820297,-2.85661382880764
"16766093","STAT2","signal transducer and activator of transcription 2",7.88548896293553,7.10180443458459,7.24386698646296,7.34223386105578,6.35928520941982,8.20163549159545,8.99863348406864,7.65590806851462,9.28587053132504,7.79861127603376,7.7856536345013,-1.1011828567814,7.78718108549977,-2.84794414258953,0.011448963567397,0.258177037820297,-2.85796455100045
"16967779","CXCL6","C-X-C motif chemokine ligand 6",4.48585434827297,4.66740451897091,4.52956449621741,4.26460964167773,5.19437261471459,8.77941833914286,7.88327613221382,4.53554481093248,5.30867425825629,4.91425605377283,9.12578300367025,-2.12946430902737,5.78988711071292,-2.84672488291754,0.0114780917759657,0.258177037820297,-2.86027229171929
"16865082","MIR516B1","microRNA 516b-1",6.42931263237351,6.28147568616907,6.27958747379702,6.1115741011324,4.71917922630261,5.17729096540885,4.63202206679191,5.00608500902114,5.6354234623718,4.42725149714955,4.62061376838032,1.04777802910099,5.39271053535438,2.84501883937949,0.0115189698624432,0.258177037820297,-2.86350089732798
"16854437","CDH2","cadherin 2",10.7582096227615,9.43212756044266,10.0760925041279,10.134872706953,9.54533937787854,8.55707447532431,9.09252545572663,8.80641103590708,10.1338485619284,8.66095891601906,8.23391442605947,1.07520620927188,9.40285224028441,2.84428107592658,0.0115366908896051,0.258177037820297,-2.86489690194725
"16978976","CFI","complement factor I",4.02351832936931,3.89039763131529,3.76009722254672,3.7040818389957,3.77417748178978,5.87216009307951,6.59276602839354,4.24054362089881,4.77762176124939,4.22356970579666,4.47102434777435,-1.19915975872868,4.4845416419281,-2.84424929272866,0.0115374549130378,0.258177037820297,-2.86495704007678
"16687799","DAB1","DAB1, reelin adaptor protein",5.57725216386628,6.86076123546607,5.304153549679,5.59892421646258,5.15832339218227,4.5994389384113,4.73781892831404,4.75819182709674,4.46753000581737,5.15286919970122,4.69131392360963,0.965355774372858,5.17332521641877,2.84104492236628,0.0116147356170608,0.259232656735552,-2.87101912115561
"17048102","CFAP69","cilia and flagella associated protein 69",4.32246206420643,4.71670549974734,4.45718127475168,4.43923388316363,4.24800564266816,6.2276984358909,5.79839519510998,4.97638079712595,5.02501878564898,4.78436788392584,5.35469851128376,-0.924375595256789,4.94092254304751,-2.84069073096871,0.0116233084674774,0.259232656735552,-2.87168906176437
"17042487","TAP1","transporter 1, ATP binding cassette subfamily B member",7.64677185837821,7.06258173618326,7.24564017753085,7.23286596675464,7.28685435938294,8.68550900465746,8.66376521235633,7.67465048995532,8.56383862330685,7.78442411191169,7.78012163815117,-0.897108693743824,7.78427483441534,-2.83976747734987,0.011645683726883,0.259300240324152,-2.87343524681271
"16869427","CACNA1A","calcium voltage-gated channel subunit alpha1 A",5.66974667882164,5.76526336208778,4.86476842516033,5.69837178294394,4.85285456037653,6.16506942832243,6.02778068978508,6.35567877508894,7.12145525104209,5.60622339374796,6.97466431889402,-1.00494434760205,5.91835242420643,-2.83368719015773,0.0117940864356352,0.26130237121199,-2.88493089614418
"17007307","PSMB9","proteasome subunit beta 9",6.7326022616673,6.50051840982719,6.39685415972127,5.88125130241268,5.74312297582462,7.3677163353028,7.89524683988123,6.51888490480872,8.40014921095846,7.11744614329302,6.64292602494628,-1.07285842130781,6.83606532442214,-2.82957795789931,0.0118954165763827,0.261441118782629,-2.89269580315311
"16922495","CBR3","carbonyl reductase 3",6.64592694304211,5.43252786352192,5.56322087120933,5.68575440981085,4.8879490493235,6.90520158068753,7.57770566116681,5.38181010297777,8.02944591649525,6.93329596538884,6.5852681220672,-1.2590453974157,6.32982786233556,-2.82949502843285,0.0118974701981517,0.261441118782629,-2.89285247383761
"16702175","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",6.04116310435875,5.7213810044563,5.92245481742848,6.2135261345068,5.85351327890523,7.0876093776263,7.34851147442995,5.97680330935789,7.92769545457229,6.42182631751652,6.93413961766728,-0.999023257263929,6.49532944462053,-2.82947878588537,0.0118978724602659,0.261441118782629,-2.89288315916223
"16832147","ALDH3A2","aldehyde dehydrogenase 3 family member A2",5.76951070074588,5.63808279151085,5.77765585184699,5.49715776421318,5.58417750028789,7.45714965269195,7.3719714495024,5.45650521202706,7.6438282174285,6.09614572696798,6.58146941741044,-1.11452802428377,6.26124129860301,-2.82696449621228,0.0119603002630852,0.261715487675519,-2.89763249983724
"16772811","ZNF605","zinc finger protein 605",6.35847023235984,5.46137902367979,6.16173632301256,5.94674197100764,5.58816224576467,7.06078811904924,7.70392878813427,6.2886874789917,7.62364537186393,6.65570306240242,6.18366344118935,-1.01610475110692,6.45753691431413,-2.82484493439787,0.0120131735059297,0.261715487675519,-2.90163523267817
"16718077","SH3PXD2A","SH3 and PX domains 2A",8.46122274965643,7.24748724386207,7.58328457347229,7.15203441604556,7.95676311461621,6.81110999336177,6.83007312731819,6.59308784672558,7.15203441604556,6.80071051654329,6.53944877158069,0.892414307601325,7.1933869790207,2.8233478653817,0.0120506546949273,0.261715487675519,-2.90446185763241
"16877297","TRIB2","tribbles pseudokinase 2",6.94497067087021,6.48737542478416,6.94415817246098,7.25492637893661,6.68009396675743,7.83760771240567,8.33311340643758,7.28055630527119,9.22778335910008,7.63181650704296,7.21691327114885,-1.05899350413918,7.43993774320143,-2.82307296082402,0.0120575495988947,0.261715487675519,-2.90498085720162
"16954217","UBA7","ubiquitin like modifier activating enzyme 7",7.16798431548066,6.99244955352813,7.5094749421862,7.2655956643818,6.57409972413014,8.30646207582122,8.89662606386698,7.46091353237902,9.25467306810019,7.70133223363286,7.45205184587296,-1.07675563000415,7.68924209267092,-2.81855414643846,0.0121714350076948,0.262599958726942,-2.91350984444058
"17013567","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2",7.56428096260524,6.73156686876884,7.19035733877851,7.39252420750309,7.01921680712654,8.04390592865028,8.7565188092827,7.64073182430318,8.61131270323072,7.64650085628879,7.84150361778922,-0.910489719634367,7.67621999312065,-2.81749332866905,0.0121983207344232,0.262599958726942,-2.91551147023891
"16696120","DPT","dermatopontin",9.82568216908821,7.39061647394656,8.36034281960439,7.82540735772578,9.18679017024452,6.93581606173387,8.92908944745406,6.28237282038958,6.93870984563918,7.13240670354422,6.11102140907207,1.46286508348306,7.71984138894931,2.81650964679313,0.0122233028407436,0.262599958726942,-2.9173673450242
"16660103","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like",6.14175185563972,5.5104654785451,6.28759016589688,5.61061440033723,5.13082241666332,6.50373124198509,7.01259632082551,6.27843876802916,7.07586046635682,6.45828287120792,6.45650808000454,-0.894654094651724,6.22424200595375,-2.81493262024423,0.0122634571633625,0.262599958726942,-2.92034224694364
"17072920","WISP1","WNT1 inducible signaling pathway protein 1",6.93952562671282,6.56006638919695,6.20508834396787,5.94706954898396,6.75757967075724,7.24534523625058,8.37011610807394,7.05916100412034,7.36908759012158,7.41623602126633,7.04218794008311,-0.935156400728881,6.99195122541225,-2.81490864918055,0.0122640684991843,0.262599958726942,-2.9203874620097
"16728261","CCND1","cyclin D1",8.61366803287369,7.5780518952189,8.18008839016119,8.25040131336179,7.37301575557176,8.78260214808147,9.36568745631916,8.49042054646742,9.59560706873095,8.80530891742762,8.63328035023616,-0.946439337106332,8.5152847158591,-2.81198027665769,0.0123389731922437,0.263238201989582,-2.92591017356442
"16982607","SLC9A3-AS1","SLC9A3 antisense RNA 1",6.94863804867433,6.24704162915875,6.55252087943182,6.83379160626509,6.4645938834202,7.53035008432114,7.38553589926875,6.91774944773062,8.24758235912793,7.24970145017065,7.59866732905045,-0.878947218888223,7.08874296514725,-2.81005526643584,0.0123884537797021,0.263238201989582,-2.92953965025587
"17110289","MAOB","monoamine oxidase B",4.17831024662591,4.51754837182993,4.63054170945541,4.45154029896871,4.69862043412664,5.64077755796021,5.39103998875208,4.69481962977375,5.18096097115952,5.25622655677663,5.91482021943584,-0.851128608441687,4.95956418044224,-2.80952317623709,0.0124021644783774,0.263238201989582,-2.93054273545732
"16660933","LDLRAP1","low density lipoprotein receptor adaptor protein 1",6.79455222100105,6.62884670819388,6.49943129820313,6.62161736894656,6.46355264084599,7.87263730058165,8.43871041951113,6.60648364449625,8.71711704885187,7.36284117031454,7.03565266341984,-1.07064032709109,7.1855856803969,-2.80780214253375,0.0124466119890158,0.263238201989582,-2.93378679093412
"16721375","SMPD1","sphingomyelin phosphodiesterase 1",7.83271814202505,7.41156299744345,7.73196524534339,7.69277619507471,7.17573002838103,8.4142555291299,9.19697013533411,7.62031615236969,9.2765143852705,8.42266484562824,8.27407948262741,-0.965182900073117,8.09541392169341,-2.8076893554391,0.0124495302067399,0.263238201989582,-2.93399936710294
"16865062","MIR519D","microRNA 519d",5.77067482561565,6.67067114049063,5.57584232601844,6.13663869705026,6.22154118727356,5.35496219663252,4.53248394895698,5.14327873406938,4.62531471566209,5.51105765965457,5.7009228665011,0.930403615043597,5.56758075435683,2.80307380781335,0.012569520566135,0.263598387730416,-2.94269628355297
"17014295","WTAP","WT1 associated protein",7.72249018734529,6.96112193340587,6.91711298203034,6.83011374481615,6.58097266227051,8.32434927145376,9.24370986141293,7.14469584172061,8.49234343736339,7.41505391468624,7.92207019633201,-1.08800811852119,7.59582127571246,-2.80278664325218,0.0125770228127606,0.263598387730416,-2.9432372313196
"16889411","CFLAR","CASP8 and FADD like apoptosis regulator",6.36745535115742,5.76704511298183,6.19451872304112,5.76499199487331,5.71428725239848,6.79150184183889,7.10523837956091,6.55003361523229,7.28368319697331,6.39533883942561,6.67065306434159,-0.837748469338337,6.41861339743861,-2.80244260026851,0.0125860167224311,0.263598387730416,-2.94388530147151
"16891082","CYP27A1","cytochrome P450 family 27 subfamily A member 1",5.79966080077124,4.97762201661993,5.70839801677476,5.84940615580742,4.943626250741,6.613657440275,7.47906500107478,5.44427714704316,6.92378648517533,5.878091846859,6.90295008399116,-1.0845620192602,6.04732193137571,-2.79954617850361,0.0126619813540568,0.263949692578637,-2.94934028043595
"16662584","SH3D21","SH3 domain containing 21",5.99878453010286,5.6692635717523,5.76192629425335,5.68246172209181,5.75742728639399,6.69637326011215,7.13784553688406,6.18988424707533,7.07317066226339,5.90582166121665,6.902495859706,-0.876959190290735,6.25231405744108,-2.79909604990117,0.0126738266223281,0.263949692578637,-2.95018787302119
"16788023","BDKRB2","bradykinin receptor B2",6.12272650958186,6.54892989095904,6.42112341509535,6.02605689542364,5.84377326844294,8.38634475608673,8.98173958781378,5.92904726449618,6.46289682872034,7.41193737802063,8.00385354185122,-1.33678123026425,6.92167539422652,-2.79832361070084,0.0126941785537631,0.263949692578637,-2.95164227779169
"16990294","PCDHB10","protocadherin beta 10",4.82753935590913,4.05288272848718,4.39881757595916,4.32009875671278,4.27709976641967,6.3996301069013,5.54898162802802,4.98619173806271,5.08895494337541,5.134272674448,4.77103203924553,-0.946222884979247,4.89140921032263,-2.79818349562229,0.0126978736349363,0.263949692578637,-2.95190608325471
"17097211","PTGR1","prostaglandin reductase 1",7.1518986681665,6.58719220033413,6.85070782673368,6.97790274938752,6.45091688008812,8.16348836073521,8.26974932168098,6.95939593229487,9.0797151110492,7.70182308457218,7.08837717799843,-1.07336783311316,7.38919702845826,-2.79805550979657,0.0127012497547912,0.263949692578637,-2.95214704843797
"16715793","KCNMA1","potassium calcium-activated channel subfamily M alpha 1",8.15834615300275,5.83916565965427,7.31132193056444,6.93904186898941,7.50473398340686,8.35615658914527,9.3143247514705,7.69137695206775,9.32559721344226,7.72038278211624,7.96401288164344,-1.2447866091907,7.82949643322756,-2.79561725327239,0.0127657341125836,0.264879102236952,-2.95673701613239
"17055354","ETV1","ETS variant 1",4.44297920898784,4.21147514537069,4.11523865246377,3.96974854670119,4.19525681959581,5.62951939050936,6.38725832396619,4.52548470967034,5.15937426551012,4.42928912333402,5.05053973589998,-1.00997125019114,4.73783308381903,-2.78971824116683,0.0129230559883617,0.267728968265843,-2.96783659900001
"16944654","FAM162A","family with sequence similarity 162 member A",5.98441773486215,5.59424790167515,5.66453407663399,5.97308355728684,5.59657719029923,6.95578036009313,6.71057912964497,6.02803034594316,7.34372757456714,6.17408648364642,6.62170856088237,-0.876413316978065,6.24061571959405,-2.78714670067679,0.0129922216061858,0.268332416655339,-2.97267290232255
"17054823","ACTB","actin beta",6.70972153442472,6.09871956375002,6.49661714965139,6.00322872272015,6.28509453158227,7.45060555698587,7.89132475678042,6.75740004685907,7.70587374008103,6.9221832612607,6.6460356806622,-0.910227540012507,6.81516404952344,-2.7848907029388,0.0130531945254964,0.268763470690866,-2.97691460404712
"16808314","PPIP5K1","diphosphoinositol pentakisphosphate kinase 1",6.89275839105916,5.34855931667889,6.89275839105916,6.39591264809366,5.92040089677463,7.54160342679568,7.3847945249676,6.83337337467219,7.73535473038938,6.90127924187543,7.18256481901748,-0.973083757553197,6.82085088739848,-2.78161983187026,0.0131420874745443,0.270104565724045,-2.98306252777105
"16984768","HSPB3","heat shock protein family B (small) member 3",3.82855600380501,4.22021965448036,3.72313213625956,3.79541915223098,3.89167737852908,4.20935144467746,5.47022048913352,4.48873446372685,4.63214858107384,4.63819277361904,5.02615094183902,-0.852332250617293,4.3567093653977,-2.78072127222087,0.013166609933404,0.270104565724045,-2.98475105754194
"17090190","NCS1","neuronal calcium sensor 1",7.99197997973924,6.55670854851091,7.58449312900923,7.88428443035617,6.84335160601354,8.20668436208481,8.62927896067207,7.92023690052674,9.38458552960907,8.12369323196693,8.14651002044669,-1.02966796215857,7.93380060899413,-2.77814959145786,0.0132370376957035,0.270104565724045,-2.98958267640928
"17075829","ZNF395","zinc finger protein 395",6.86659833012533,7.21052666798601,6.78539044961193,6.87494268234471,6.32513210396416,7.79563529146395,8.27661924020767,7.1527377839965,7.91941240868421,7.41450776238091,7.47847936122209,-0.860380594519463,7.28181655290795,-2.77805626992046,0.0132396002150317,0.270104565724045,-2.98975798015085
"16972993","TLR3","toll like receptor 3",4.95837296173164,4.71553670860434,4.50416073396813,4.50595593835433,4.34501092429933,5.78156654932602,6.35769070295932,5.12841725593625,5.31756580914836,5.05072934399733,5.29811741166387,-0.883207058780305,5.08755675818081,-2.77681915915852,0.0132736153672684,0.270104565724045,-2.99208170509874
"16791393","CBLN3","cerebellin 3 precursor",6.93108977294611,6.15791326566732,6.48077140899184,6.49197082468955,6.6348003188133,7.41214091840648,7.72955141654174,6.9407432065423,7.21405234461589,7.11570831405657,7.77184139884171,-0.824697148279161,6.98914392637389,-2.775381443774,0.0133132522637137,0.270104565724045,-2.99478182027047
"16758671","TCTN2","tectonic family member 2",8.5775808683901,7.81947581974801,7.64663748394356,7.60245603069517,7.2766526386265,9.07303462561629,10.0766060203466,8.03010642616498,9.943024558861,8.2276858082355,8.37897744477247,-1.1703452457188,8.4229307023091,-2.76919255654517,0.0134851840689312,0.271812642496171,-3.00639980422651
"16982269","FAT1","FAT atypical cadherin 1",9.52476350159167,8.8192125453661,9.38453895282662,9.50708592625324,9.17697119261443,9.85126207755767,10.8616424227643,9.87924889605169,10.6124974269509,10.0601198720575,9.69993877184205,-0.878270487473626,9.76157105326148,-2.76580082182178,0.0135803157278068,0.273319147170454,-3.01276334244764
"17097869","MEGF9","multiple EGF like domains 9",6.1601451797108,5.38468801994177,5.96465756144932,6.0951692548634,5.00053645261634,7.42454355353375,7.45275661077013,5.76831024454528,7.28661169133634,6.26921254016171,6.49125945148489,-1.06107638825569,6.29980823276488,-2.76301207296366,0.0136590194848528,0.274203431199496,-3.01799367772301
"16975015","CCKAR","cholecystokinin A receptor",4.52221094011278,4.70555020264287,4.63318330901517,4.53151443221429,4.63331532367673,6.99663317142085,8.28519393960512,4.58332179961204,4.90089672010004,5.57964904104065,6.12215233403898,-1.47281965943724,5.40851101940723,-2.76279491505894,0.0136651665205359,0.274203431199496,-3.01840088857509
"16881802","DOK1","docking protein 1",6.59568331415052,5.98442835396799,6.3016337235263,6.45151707456461,6.10811527706454,7.45877011022479,7.48391546124903,6.41139297264297,7.29402054139937,6.73517930034931,7.54858748692266,-0.867035430143232,6.76120396509655,-2.75759399691872,0.0138131873074762,0.27447408659037,-3.0281504581673
